Last,First,Team,rushAtt,rushYards,100 yd,rushTD,Rec,recYards,100 yd,recTD,fumbles,0-9,19-Oct,20-29,30-39,40-49,50+,0-9,19-Oct,20-29,30-39,40-49,50+,0-9,19-Oct,20-29,30-39,40-49,50+,0-9,19-Oct,20-29,30-39,40-49,50+,Points,ADP,Age,Exp,ID,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17
Jean,Lestar,Hou/8,0,0,0,0,31,415,0,3,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,90,9999,24,2,JeanLe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jeffery,Alshon,Chi/6,1,5,0,0,35,452,0,3,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,99,170,22,1,JeffAl00,0.6,0.7,0.8,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1
Jenkins,AJ,SF/9,1,6,0,0,15,180,0,0,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0,0,0,0,0,0,34,262,23,1,JenkAJ00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jenkins,Michael,Min/11,0,0,0,0,31,372,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,80,259,30,9,JenkMi00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jennings,Greg,GB/10,0,0,0,0,78,1186,5,11,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,1.36,2.2,1.54,2.09,1.54,2.27,263,23,29,7,JennGr00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jernigan,Jerrel,NYG/11,0,0,0,0,18,225,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,52,9999,23,2,JernJe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Johnson,Andre,Hou/8,1,8,0,0,90,1342,5,8,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,0.99,1.6,1.12,1.52,1.12,1.65,273,16,31,10,JohnAn02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Johnson,Calvin,Det/5,2,12,0,0,90,1485,7,13,2,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,1.61,2.6,1.82,2.47,1.82,2.68,318,5,27,6,JohnCa00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Johnson,Steve,Buf/8,0,0,0,0,79,1027,3,7,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.45,2.17,1.57,0.97,0.36,0.48,224,58,26,5,JohnSt00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jones,Donald,Buf/8,1,3,0,0,39,468,0.2,3,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,104,9999,23,1,JoneDo01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jones,Jacoby,Bal/8,3,15,0,0,15,188,0,1,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.21,0.31,0.22,0.14,0.05,0.07,41,9999,28,6,JoneJa03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jones,James,GB/10,0,0,0,0,32,432,0,5,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.03,1.55,1.12,0.69,0.26,0.35,105,183,28,6,JoneJa04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jones,Julio,Atl/7,7,56,0,0,72,1123,3,9,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,1.11,1.8,1.26,1.71,1.26,1.85,244,38,23,2,JoneJu02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jones,Marvin,Cin/8,0,0,0,0,29,348,0,2,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,76,258,22,1,JoneMa02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kerley,Jeremy,NYJ/9,3,18,0,0,20,240,0,1,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.21,0.31,0.22,0.14,0.05,0.07,52,9999,24,2,KerlJe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LaFell,Brandon,Car/6,1,6,0,0,46,676,1,4,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,0.5,0.8,0.56,0.76,0.56,0.82,138,169,26,3,LaFeBr00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Little,Greg,Cle/10,3,14,0,0,60,738,1,4,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.83,1.24,0.9,0.55,0.21,0.28,159,121,23,2,LittGr00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lloyd,Brandon,NE/9,0,0,0,0,58,789,1,7,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.45,2.17,1.57,0.97,0.36,0.48,179,66,31,10,LloyBr00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maclin,Jeremy,Phi/7,4,24,0,0,72,1015,3,6,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.24,1.86,1.34,0.83,0.31,0.41,212,57,24,4,MaclJe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manningham,Mario,SF/9,2,12,0,0,40,536,0,4,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.83,1.24,0.9,0.55,0.21,0.28,119,126,26,5,MannMa01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marshall,Brandon,Chi/6,3,15,0,0,76,988,3,6,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.24,1.86,1.34,0.83,0.31,0.41,212,33,28,7,MarsBr00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Massaquoi,Mohamed,Cle/10,0,0,0,0,32,400,0,2,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,84,9999,26,4,MassMo00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Meachem,Robert,SD/7,4,20,0,0,60,930,2,6,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,0.74,1.2,0.84,1.14,0.84,1.24,191,83,28,6,MeacRo00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moore,Denarius,Oak/5,8,64,0,1,63,1008,3,6,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0.73,0.1,0.06,0.02,0.03,0.06,0.74,1.2,0.84,1.14,0.84,1.24,212,88,24,2,MoorDe02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moore,Lance,NO/6,0,0,0,0,57,667,1,7,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.45,2.17,1.57,0.97,0.36,0.48,166,101,29,8,MoorLa00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Morgan,Josh,Was/10,0,0,0,0,25,345,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,71,9999,27,5,MorgJo00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moss,Randy,SF/9,0,0,0,0,27,405,0,3,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,0.37,0.6,0.42,0.57,0.42,0.62,86,128,35,15,MossRa00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Moss,Santana,Was/10,0,0,0,0,40,496,0,3,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,108,146,33,12,MossSa00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Murphy,Louis,Oak/5,4,24,0,0,14,183,0,0,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0,0,0,0,0,0,35,9999,25,4,MurpLo00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Naanee,Legedu,Mia/7,0,0,0,0,23,260,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,61,9999,29,6,NaanLe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nelson,David,Buf/8,0,0,0,0,54,637,1,5,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.03,1.55,1.12,0.69,0.26,0.35,148,220,26,3,NelsDa01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nelson,Jordy,GB/10,0,0,0,0,70,1106,3,10,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,1.24,2,1.4,1.9,1.4,2.06,241,32,27,5,NelsJo00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nicks,Hakeem,NYG/11,1,5,0,0,81,1256,5,8,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,0.99,1.6,1.12,1.52,1.12,1.65,255,28,24,4,NickHa00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Obomanu,Ben,Sea/11,1,6,0,0,17,199,0,0,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0,0,0,0,0,0,38,9999,29,7,ObomBe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ochocinco,Chad,FA,0,0,0,0,33,429,0,3,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,94,9999,34,12,JohnCh01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ogletree,Kevin,Dal/5,1,4,0,0,16,182,0,1,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.21,0.31,0.22,0.14,0.05,0.07,41,9999,25,4,OgleKe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Parker,Preston,TB/5,1,5,0,0,28,353,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,76,9999,25,3,ParkPr00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Posey,Devier,Hou/8,0,0,0,0,10,122,0,0,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0,0,0,0,0,0,22,9999,23,1,PoseDe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Quick,Brian,StL/9,1,5,0,0,51,648,1,3,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,134,152,23,1,QuicBr00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Randle,Reuben,NYG/11,0,0,0,0,33,439,0,3,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,95,162,21,1,RandRu00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rice,Sidney,Sea/11,3,18,0,0,58,899,2,5,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,0.62,1,0.7,0.95,0.7,1.03,180,94,26,6,RiceSi01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Roberts,Andre,Ari/10,2,10,0,0,28,322,0,1,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.21,0.31,0.22,0.14,0.05,0.07,67,245,24,3,RobeAn00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Robinson,Laurent,Jac/6,0,0,0,0,38,524,0,3,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,108,118,27,6,RobiLa01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Royal,Eddie,SD/7,3,18,0,0,19,209,0,1,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.21,0.31,0.22,0.14,0.05,0.07,48,227,26,5,RoyaEd00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sanders,Emmanuel,Pit/4,2,10,0,0,36,486,0,3,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,104,181,25,3,SandEm00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sanu,Mohamed,Cin/8,0,0,0,0,28,336,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,74,234,23,1,SanuMo00,0.6,0.7,0.8,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1
Schilens,Chaz,NYJ/9,0,0,0,0,30,366,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,79,9999,27,5,SchiCh00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Shipley,Jordan,Cin/8,0,0,0,0,15,173,0,1,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.21,0.31,0.22,0.14,0.05,0.07,38,9999,27,3,ShipJo00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Simpson,Jerome,Min/11,3,15,0,0,46,607,1,4,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.83,1.24,0.9,0.55,0.21,0.28,132,198,26,5,SimpJe00,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Smith,Brad,Buf/8,18,126,0,1,10,120,0,0,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0.73,0.1,0.06,0.02,0.03,0.06,0,0,0,0,0,0,41,9999,29,7,SmitBr01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Smith,Steve,Car/6,5,30,0,0,75,1140,4,7,2,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,0.87,1.4,0.98,1.33,0.98,1.44,234,43,33,12,SmitSt01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Smith,Steve,StL/9,0,0,0,0,42,504,0,3,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,110,212,27,6,SmitSt02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Smith,Torrey,Bal/8,4,24,0,0,62,992,2,8,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,0.99,1.6,1.12,1.52,1.12,1.65,212,78,23,2,SmitTo02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tate,Golden,Sea/11,3,12,0,0,30,345,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,78,247,24,3,TateGo00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thomas,Demaryius,Den/7,2,9,0,0,74,1154,4,9,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,1.11,1.8,1.26,1.71,1.26,1.85,244,50,25,3,ThomDe01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thomas,Mike,Jac/6,3,15,0,0,30,327,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,76,9999,25,4,ThomMi01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Toon,Nick,NO/6,0,0,0,0,15,194,0,1,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.21,0.31,0.22,0.14,0.05,0.07,40,9999,24,1,ToonNi00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wallace,Mike,Pit/4,5,40,0,0,76,1254,5,8,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.1238,0.2,0.14,0.19,0.1402,0.206,0,0,0,0,0,0,0.99,1.6,1.12,1.52,1.12,1.65,253,30,26,4,WallMi00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Walter,Kevin,Hou/8,0,0,0,0,37,450,0,3,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.62,0.93,0.67,0.41,0.16,0.21,100,260,31,10,WaltKe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Washington,Nate,Ten/11,2,10,0,0,49,662,1,5,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.03,1.55,1.12,0.69,0.26,0.35,146,130,29,8,WashNa00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wayne,Reggie,Ind/4,0,0,0,0,75,938,2,6,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.24,1.86,1.34,0.83,0.31,0.41,205,81,34,12,WaynRe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Welker,Wes,NE/9,4,28,0,0,94,1043,3,6,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.24,1.86,1.34,0.83,0.31,0.41,237,24,31,9,WelkWe00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
White,Roddy,Atl/7,1,5,0,0,88,1135,4,8,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.66,2.48,1.79,1.1,0.41,0.55,250,22,31,8,WhitRo00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Williams,Damian,Ten/11,0,0,0,0,11,141,0,1,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.21,0.31,0.22,0.14,0.05,0.07,31,244,24,3,WillDa03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Williams,Kyle,SF/9,2,14,0,0,18,217,0,0,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0,0,0,0,0,0,41,9999,24,3,WillKy00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Williams,Mike,Sea/11,1,5,0,0,24,314,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,68,9999,28,8,WillMi03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Williams,Mike,TB/5,1,6,0,0,55,688,1,5,1,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,1.03,1.55,1.12,0.69,0.26,0.35,154,109,25,3,WillMi04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wright,Kendall,Ten/11,1,5,0,0,36,468,0,2,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.41,0.62,0.45,0.28,0.1,0.14,95,9999,23,1,WrigKe01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Young,Titus,Det/5,2,12,0,0,49,662,1,4,0,0.7273,0.0979,0.0629,0.021,0.028,0.0629,0.2069,0.3103,0.2241,0.1379,0.0517,0.069,0,0,0,0,0,0,0.83,1.24,0.9,0.55,0.21,0.28,140,110,23,2,YounTi00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
